,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
37248,Charged Off,58200.0,Verified,2 years,MORTGAGE,15.25,16000,debt_consolidation,36,E
37253,Charged Off,22000.0,Not Verified,< 1 year,RENT,12.41,5550,educational,36,C
37255,Charged Off,86000.0,Not Verified,3 years,MORTGAGE,11.46,25000,small_business,36,B
37263,Charged Off,65004.0,Not Verified,5 years,RENT,10.83,20000,debt_consolidation,36,B
37264,Charged Off,78000.0,Not Verified,9 years,MORTGAGE,10.83,13500,debt_consolidation,36,B
37272,Charged Off,64170.0,Not Verified,1 year,RENT,9.07,3000,credit_card,36,A
37288,Charged Off,93996.0,Verified,10+ years,MORTGAGE,11.46,10000,debt_consolidation,36,B
37296,Charged Off,60000.0,Not Verified,1 year,MORTGAGE,14.93,10000,small_business,36,E
37297,Charged Off,91200.0,Not Verified,10+ years,MORTGAGE,11.78,6500,home_improvement,36,C
37302,Charged Off,100000.0,Not Verified,< 1 year,MORTGAGE,10.2,15000,small_business,36,B
37306,Charged Off,108000.0,Not Verified,10+ years,MORTGAGE,14.62,15000,small_business,36,D
37313,Charged Off,350000.0,Not Verified,1 year,RENT,12.41,15000,small_business,36,C
37317,Charged Off,120000.0,Verified,10+ years,MORTGAGE,13.67,14400,debt_consolidation,36,D
37320,Charged Off,48000.0,Not Verified,2 years,RENT,12.41,6000,car,36,C
37332,Charged Off,47000.0,Verified,10+ years,MORTGAGE,11.78,5000,credit_card,36,C
37342,Charged Off,67000.0,Verified,10+ years,MORTGAGE,12.09,18000,credit_card,36,C
37345,Charged Off,160000.0,Verified,10+ years,MORTGAGE,14.62,25000,credit_card,36,D
37346,Charged Off,31200.0,Not Verified,2 years,RENT,11.46,6000,credit_card,36,B
37353,Charged Off,55000.0,Verified,3 years,RENT,8.0,9500,educational,36,A
37354,Charged Off,63000.0,Verified,9 years,MORTGAGE,13.04,6500,car,36,C
37357,Charged Off,55000.0,Verified,1 year,RENT,9.38,10500,small_business,36,A
37365,Charged Off,78955.0,Not Verified,9 years,MORTGAGE,10.2,7500,home_improvement,36,B
37370,Charged Off,32004.0,Verified,< 1 year,OWN,9.07,6600,other,36,A
37373,Charged Off,47496.0,Verified,7 years,RENT,10.83,5000,debt_consolidation,36,B
37386,Charged Off,35000.0,Not Verified,1 year,RENT,11.28,1000,other,36,C
37391,Charged Off,145900.0,Verified,10+ years,MORTGAGE,13.49,7500,credit_card,36,D
37394,Charged Off,47628.0,Not Verified,6 years,RENT,11.28,6000,other,36,C
37413,Charged Off,63500.0,Verified,4 years,RENT,11.28,6000,debt_consolidation,36,C
37415,Charged Off,55000.0,Not Verified,2 years,MORTGAGE,11.28,5000,wedding,36,C
37420,Charged Off,72000.0,Verified,< 1 year,RENT,11.28,7500,credit_card,36,C
37422,Charged Off,80000.0,Not Verified,6 years,MORTGAGE,15.38,7000,credit_card,36,E
37440,Charged Off,75000.0,Not Verified,1 year,MORTGAGE,10.96,4900,other,36,B
37447,Charged Off,48996.0,Not Verified,10+ years,RENT,11.91,7500,debt_consolidation,36,C
37448,Charged Off,50000.0,Not Verified,6 years,MORTGAGE,16.33,7500,credit_card,36,F
37457,Charged Off,38000.0,Verified,< 1 year,MORTGAGE,11.59,7500,home_improvement,36,C
37460,Charged Off,24000.0,Not Verified,< 1 year,RENT,11.28,3000,credit_card,36,C
37469,Charged Off,40000.0,Not Verified,< 1 year,RENT,10.01,7500,other,36,B
37500,Charged Off,45000.0,Not Verified,5 years,RENT,10.96,15000,other,36,B
37505,Charged Off,50000.0,Not Verified,< 1 year,OWN,10.33,14000,other,36,B
37507,Charged Off,100000.0,Not Verified,4 years,OWN,11.28,15000,other,36,C
37509,Charged Off,57000.0,Verified,5 years,MORTGAGE,12.22,15000,major_purchase,36,C
37517,Charged Off,55000.0,Not Verified,1 year,RENT,13.49,12000,debt_consolidation,36,D
37518,Charged Off,42000.0,Not Verified,< 1 year,MORTGAGE,8.63,7500,other,36,A
37520,Charged Off,78000.0,Not Verified,5 years,MORTGAGE,9.76,7500,debt_consolidation,36,B
37530,Charged Off,22480.0,Not Verified,< 1 year,RENT,8.0,7000,major_purchase,36,A
37532,Charged Off,83004.0,Verified,10+ years,RENT,11.28,5000,home_improvement,36,C
37550,Charged Off,60996.0,Not Verified,6 years,MORTGAGE,9.76,6000,credit_card,36,B
37558,Charged Off,23196.0,Not Verified,1 year,RENT,13.24,7500,debt_consolidation,36,D
37559,Charged Off,36000.0,Not Verified,< 1 year,RENT,10.08,3000,educational,36,B
37565,Charged Off,22596.0,Not Verified,4 years,RENT,9.76,7500,debt_consolidation,36,B
37566,Charged Off,35000.0,Verified,1 year,RENT,10.39,1500,debt_consolidation,36,B
37568,Charged Off,45000.0,Not Verified,< 1 year,RENT,9.45,7500,educational,36,B
37576,Charged Off,30000.0,Verified,5 years,RENT,12.61,6000,debt_consolidation,36,D
37577,Charged Off,42000.0,Not Verified,< 1 year,RENT,12.29,3000,major_purchase,36,C
37591,Charged Off,57043.0,Not Verified,10+ years,MORTGAGE,12.29,2100,home_improvement,36,C
37594,Charged Off,68844.0,Not Verified,10+ years,RENT,11.97,7500,debt_consolidation,36,C
37599,Charged Off,42000.0,Verified,2 years,RENT,10.39,7500,debt_consolidation,36,B
37600,Charged Off,42000.0,Verified,10+ years,MORTGAGE,12.29,5000,car,36,C
37627,Charged Off,129996.0,Not Verified,6 years,RENT,13.24,7500,debt_consolidation,36,D
37638,Charged Off,60000.0,Not Verified,3 years,MORTGAGE,11.03,7500,debt_consolidation,36,C
37641,Charged Off,59000.0,Not Verified,3 years,RENT,12.92,7500,debt_consolidation,36,D
37658,Charged Off,50000.0,Not Verified,7 years,MORTGAGE,10.08,7500,debt_consolidation,36,B
37663,Charged Off,80004.0,Not Verified,2 years,RENT,12.61,7500,debt_consolidation,36,D
37668,Charged Off,62000.0,Not Verified,5 years,MORTGAGE,12.29,5050,medical,36,C
37670,Charged Off,50000.0,Not Verified,7 years,MORTGAGE,12.92,7500,other,36,D
37683,Charged Off,77000.0,Not Verified,6 years,MORTGAGE,10.39,5000,other,36,B
37685,Charged Off,42000.0,Not Verified,< 1 year,MORTGAGE,8.32,6825,home_improvement,36,A
37690,Charged Off,40000.0,Not Verified,1 year,RENT,11.97,7500,debt_consolidation,36,C
37697,Charged Off,55000.0,Not Verified,10+ years,MORTGAGE,13.55,7500,credit_card,36,D
37712,Charged Off,80000.0,Not Verified,4 years,MORTGAGE,10.08,7500,other,36,B
37721,Charged Off,35000.0,Not Verified,< 1 year,OTHER,10.08,7500,debt_consolidation,36,B
37722,Charged Off,64000.0,Not Verified,1 year,MORTGAGE,13.55,25000,major_purchase,36,D
37724,Charged Off,50000.0,Not Verified,1 year,RENT,12.92,7500,other,36,D
37729,Charged Off,47000.0,Not Verified,1 year,MORTGAGE,10.71,6600,home_improvement,36,B
37734,Charged Off,48000.0,Not Verified,1 year,RENT,10.08,6000,debt_consolidation,36,B
37742,Charged Off,81000.0,Not Verified,2 years,MORTGAGE,10.08,7500,debt_consolidation,36,B
37752,Charged Off,65000.0,Not Verified,4 years,MORTGAGE,8.0,10000,other,36,A
37758,Charged Off,100000.0,Not Verified,< 1 year,MORTGAGE,11.66,6400,credit_card,36,C
37761,Charged Off,70000.0,Not Verified,< 1 year,RENT,11.97,9600,debt_consolidation,36,C
37762,Charged Off,60417.0,Not Verified,1 year,MORTGAGE,11.66,9525,credit_card,36,C
37768,Charged Off,42994.0,Verified,7 years,OWN,13.87,7675,credit_card,36,D
37770,Charged Off,200000.0,Not Verified,< 1 year,MORTGAGE,10.71,10000,other,36,B
37780,Charged Off,80000.0,Not Verified,4 years,MORTGAGE,11.03,10000,credit_card,36,C
37787,Charged Off,34000.0,Not Verified,< 1 year,MORTGAGE,10.39,10000,home_improvement,36,B
37794,Charged Off,102000.0,Not Verified,10+ years,RENT,13.24,10000,educational,36,D
37796,Charged Off,36252.0,Not Verified,10+ years,MORTGAGE,9.76,10000,debt_consolidation,36,B
37802,Charged Off,96000.0,Verified,5 years,MORTGAGE,12.29,20000,credit_card,36,C
37806,Charged Off,82000.0,Not Verified,10+ years,MORTGAGE,16.08,20000,debt_consolidation,36,F
37811,Charged Off,28000.0,Not Verified,1 year,RENT,11.34,9700,major_purchase,36,C
37818,Charged Off,105900.0,Verified,10+ years,MORTGAGE,16.08,24000,educational,36,F
37824,Charged Off,15000.0,Not Verified,3 years,RENT,10.08,4000,credit_card,36,B
37825,Charged Off,50000.0,Not Verified,1 year,RENT,10.71,10000,other,36,B
37831,Charged Off,50000.0,Verified,< 1 year,RENT,13.24,16000,debt_consolidation,36,D
37833,Charged Off,35280.0,Not Verified,< 1 year,MORTGAGE,11.66,12000,debt_consolidation,36,C
37835,Charged Off,64000.0,Not Verified,10+ years,MORTGAGE,11.97,7200,debt_consolidation,36,C
37849,Charged Off,54300.0,Not Verified,< 1 year,RENT,9.76,4500,debt_consolidation,36,B
37864,Charged Off,54912.0,Not Verified,< 1 year,RENT,11.66,20000,credit_card,36,C
37865,Charged Off,18000.0,Not Verified,3 years,RENT,11.97,3300,credit_card,36,C
37873,Charged Off,52610.0,Not Verified,6 years,RENT,10.71,18000,debt_consolidation,36,B
37874,Charged Off,200000.0,Not Verified,10+ years,MORTGAGE,13.24,25000,other,36,D
37882,Charged Off,31000.0,Not Verified,1 year,RENT,11.03,7200,other,36,C
37896,Charged Off,18500.0,Not Verified,2 years,RENT,11.34,9000,credit_card,36,C
37899,Charged Off,80000.0,Not Verified,3 years,RENT,11.66,11200,debt_consolidation,36,C
37904,Charged Off,75000.0,Verified,10+ years,MORTGAGE,13.24,13200,credit_card,36,D
37908,Charged Off,45000.0,Verified,4 years,RENT,11.34,8000,debt_consolidation,36,C
37919,Charged Off,94800.0,Not Verified,1 year,MORTGAGE,9.76,12000,other,36,B
37934,Charged Off,109908.0,Not Verified,10+ years,RENT,12.61,25000,credit_card,36,D
37936,Charged Off,42100.0,Not Verified,4 years,RENT,12.92,5000,debt_consolidation,36,D
37937,Charged Off,41050.0,Not Verified,10+ years,MORTGAGE,8.32,8000,educational,36,A
37947,Charged Off,62000.0,Not Verified,< 1 year,MORTGAGE,13.55,25000,debt_consolidation,36,D
37955,Charged Off,39948.0,Not Verified,4 years,RENT,8.32,10000,debt_consolidation,36,A
37956,Charged Off,49920.0,Not Verified,2 years,RENT,11.03,16400,debt_consolidation,36,C
37961,Charged Off,37440.0,Not Verified,< 1 year,RENT,11.34,3000,car,36,C
37973,Charged Off,68000.0,Not Verified,8 years,MORTGAGE,11.03,9000,credit_card,36,C
37978,Charged Off,40000.0,Not Verified,1 year,RENT,11.66,9500,debt_consolidation,36,C
37992,Charged Off,55000.0,Not Verified,1 year,OTHER,11.34,20000,other,36,C
38010,Charged Off,53000.0,Not Verified,10+ years,RENT,12.29,19200,debt_consolidation,36,C
38022,Charged Off,25368.0,Not Verified,< 1 year,RENT,11.34,10000,educational,36,C
38027,Charged Off,31356.0,Not Verified,10+ years,MORTGAGE,12.92,11225,debt_consolidation,36,D
38031,Charged Off,45000.0,Not Verified,< 1 year,RENT,9.45,7200,debt_consolidation,36,B
38038,Charged Off,70000.0,Not Verified,10+ years,MORTGAGE,10.71,24000,other,36,B
38045,Charged Off,65000.0,Not Verified,10+ years,RENT,12.29,20000,other,36,C
38049,Charged Off,67200.0,Not Verified,5 years,MORTGAGE,11.03,15000,debt_consolidation,36,C
38054,Charged Off,150000.0,Not Verified,4 years,MORTGAGE,16.4,18000,credit_card,36,F
38057,Charged Off,149616.0,Not Verified,< 1 year,OWN,11.03,15000,debt_consolidation,36,C
38058,Charged Off,33600.0,Not Verified,10+ years,RENT,12.61,9000,debt_consolidation,36,D
38079,Charged Off,65000.0,Not Verified,2 years,RENT,10.71,21000,debt_consolidation,36,B
38085,Charged Off,65000.0,Not Verified,7 years,MORTGAGE,9.76,15000,house,36,B
38090,Charged Off,80700.0,Not Verified,6 years,RENT,12.92,24000,debt_consolidation,36,D
38093,Charged Off,52000.0,Not Verified,< 1 year,MORTGAGE,10.71,25000,credit_card,36,B
38098,Charged Off,45000.0,Not Verified,< 1 year,OWN,16.08,25000,major_purchase,36,F
38101,Charged Off,39048.0,Not Verified,6 years,RENT,11.97,10600,debt_consolidation,36,C
38105,Charged Off,120000.0,Not Verified,2 years,MORTGAGE,12.61,24500,small_business,36,D
38109,Charged Off,37200.0,Not Verified,8 years,RENT,12.29,14700,debt_consolidation,36,C
38112,Charged Off,93000.0,Not Verified,1 year,MORTGAGE,9.45,7000,other,36,B
38114,Charged Off,24000.0,Not Verified,5 years,RENT,9.76,10000,major_purchase,36,B
38115,Charged Off,66000.0,Not Verified,2 years,RENT,14.18,25000,wedding,36,E
38117,Charged Off,20400.0,Not Verified,< 1 year,OWN,11.03,11000,debt_consolidation,36,C
38120,Charged Off,33600.0,Not Verified,8 years,RENT,14.5,19275,debt_consolidation,36,E
38121,Charged Off,55000.0,Not Verified,< 1 year,MORTGAGE,9.76,15000,debt_consolidation,36,B
38124,Charged Off,69600.0,Not Verified,7 years,RENT,10.39,5000,debt_consolidation,36,B
38127,Charged Off,26000.0,Not Verified,1 year,MORTGAGE,9.76,15000,home_improvement,36,B
38131,Charged Off,65000.0,Not Verified,3 years,RENT,11.97,14500,debt_consolidation,36,C
38137,Charged Off,48000.0,Not Verified,7 years,RENT,10.71,15600,debt_consolidation,36,B
38142,Charged Off,35400.0,Not Verified,2 years,RENT,13.87,10000,debt_consolidation,36,D
38150,Charged Off,71600.0,Not Verified,5 years,RENT,13.55,10000,small_business,36,D
38164,Charged Off,38400.0,Not Verified,2 years,RENT,11.03,20500,debt_consolidation,36,C
38167,Charged Off,45000.0,Not Verified,4 years,RENT,12.92,15000,debt_consolidation,36,D
38173,Charged Off,107000.0,Not Verified,3 years,MORTGAGE,17.03,15000,debt_consolidation,36,F
38174,Charged Off,58000.0,Not Verified,10+ years,MORTGAGE,13.87,10000,debt_consolidation,36,D
38189,Charged Off,92400.0,Not Verified,10+ years,MORTGAGE,11.66,10000,home_improvement,36,C
38196,Charged Off,36000.0,Not Verified,2 years,RENT,11.66,15000,home_improvement,36,C
38205,Charged Off,60000.0,Not Verified,10+ years,OWN,13.24,18000,debt_consolidation,36,D
38206,Charged Off,80000.0,Not Verified,10+ years,OWN,9.51,20000,medical,36,B
38219,Charged Off,35244.0,Not Verified,< 1 year,RENT,13.3,3000,credit_card,36,D
38221,Charged Off,26000.0,Not Verified,10+ years,RENT,9.76,20050,small_business,36,B
38223,Charged Off,120000.0,Not Verified,10+ years,RENT,10.46,8000,other,36,B
38226,Charged Off,30000.0,Not Verified,10+ years,RENT,11.03,10000,debt_consolidation,36,C
38231,Charged Off,58800.0,Not Verified,10+ years,RENT,11.97,6000,debt_consolidation,36,C
38242,Charged Off,29136.0,Not Verified,< 1 year,RENT,13.55,10100,debt_consolidation,36,D
38265,Charged Off,70000.0,Not Verified,10+ years,RENT,12.92,10325,debt_consolidation,36,D
38268,Charged Off,60000.0,Not Verified,4 years,OWN,9.45,10425,other,36,B
38282,Charged Off,42000.0,Not Verified,5 years,MORTGAGE,13.93,15450,debt_consolidation,36,E
38296,Charged Off,64000.0,Not Verified,1 year,RENT,8.38,18000,other,36,A
38309,Charged Off,110000.0,Not Verified,10+ years,RENT,10.78,8525,debt_consolidation,36,C
38315,Charged Off,32000.0,Not Verified,10+ years,RENT,11.09,15000,debt_consolidation,36,C
38316,Charged Off,95000.0,Not Verified,3 years,RENT,12.36,23000,credit_card,36,D
38321,Charged Off,80000.0,Not Verified,10+ years,MORTGAGE,10.78,11200,small_business,36,C
38331,Charged Off,113000.0,Not Verified,6 years,MORTGAGE,16.15,25000,debt_consolidation,36,F
38335,Charged Off,75000.0,Not Verified,< 1 year,MORTGAGE,10.14,14000,debt_consolidation,36,B
38340,Charged Off,62000.0,Not Verified,4 years,MORTGAGE,9.2,9600,credit_card,36,B
38343,Charged Off,120000.0,Not Verified,10+ years,OWN,13.3,10000,small_business,36,D
38347,Charged Off,62000.0,Not Verified,1 year,RENT,11.72,2500,debt_consolidation,36,C
38348,Charged Off,45000.0,Not Verified,< 1 year,MORTGAGE,13.3,12000,debt_consolidation,36,D
38352,Charged Off,11029.0,Not Verified,10+ years,MORTGAGE,10.78,2150,wedding,36,C
38353,Charged Off,24000.0,Not Verified,6 years,RENT,7.75,10000,major_purchase,36,A
38355,Charged Off,52500.0,Not Verified,1 year,MORTGAGE,12.99,11000,debt_consolidation,36,D
38376,Charged Off,76000.0,Not Verified,10+ years,RENT,14.88,20000,debt_consolidation,36,E
38379,Charged Off,48000.0,Not Verified,1 year,RENT,12.99,20000,debt_consolidation,36,D
38383,Charged Off,36000.0,Not Verified,4 years,OWN,7.75,3250,debt_consolidation,36,A
38386,Charged Off,72000.0,Not Verified,4 years,OWN,11.09,8000,car,36,C
38394,Charged Off,91200.0,Not Verified,3 years,RENT,12.67,16000,debt_consolidation,36,D
38396,Charged Off,61200.0,Not Verified,10+ years,MORTGAGE,8.07,7200,debt_consolidation,36,A
38399,Charged Off,61200.0,Not Verified,10+ years,MORTGAGE,10.78,9600,home_improvement,36,C
38400,Charged Off,120000.0,Not Verified,< 1 year,MORTGAGE,7.43,2225,car,36,A
38409,Charged Off,48000.0,Not Verified,< 1 year,MORTGAGE,12.36,21000,small_business,36,D
38415,Charged Off,50000.0,Not Verified,1 year,RENT,12.36,4000,debt_consolidation,36,D
38419,Charged Off,75000.0,Not Verified,4 years,MORTGAGE,9.64,25000,small_business,36,B
38422,Charged Off,38000.0,Not Verified,2 years,RENT,13.93,5000,small_business,36,E
38424,Charged Off,27000.0,Not Verified,2 years,RENT,13.3,12000,debt_consolidation,36,D
38434,Charged Off,112000.0,Not Verified,4 years,MORTGAGE,9.33,2750,other,36,B
38435,Charged Off,112000.0,Not Verified,4 years,MORTGAGE,9.64,9000,credit_card,36,B
38440,Charged Off,19800.0,Not Verified,< 1 year,RENT,11.22,4725,other,36,C
38457,Charged Off,75000.0,Not Verified,5 years,RENT,13.75,25000,home_improvement,36,E
38458,Charged Off,24000.0,Not Verified,10+ years,RENT,7.75,2000,moving,36,A
38461,Charged Off,87000.0,Not Verified,< 1 year,RENT,14.7,25000,small_business,36,E
38464,Charged Off,60000.0,Not Verified,3 years,RENT,12.49,9000,debt_consolidation,36,D
38467,Charged Off,135000.0,Not Verified,1 year,OWN,14.07,22350,home_improvement,36,E
38470,Charged Off,36500.0,Not Verified,1 year,MORTGAGE,9.33,10000,moving,36,B
38471,Charged Off,100000.0,Not Verified,1 year,RENT,9.33,25000,small_business,36,B
38482,Charged Off,73000.0,Not Verified,10+ years,MORTGAGE,10.91,25000,debt_consolidation,36,C
38490,Charged Off,36120.0,Not Verified,1 year,RENT,12.8,14400,debt_consolidation,36,D
38494,Charged Off,80000.0,Not Verified,1 year,MORTGAGE,14.38,25000,small_business,36,E
38498,Charged Off,45000.0,Not Verified,7 years,MORTGAGE,12.17,2800,wedding,36,D
38505,Charged Off,60000.0,Not Verified,4 years,RENT,12.17,9600,debt_consolidation,36,D
38509,Charged Off,96000.0,Not Verified,< 1 year,MORTGAGE,11.54,20000,small_business,36,C
38513,Charged Off,86400.0,Not Verified,< 1 year,OWN,11.86,16000,major_purchase,36,D
38520,Charged Off,27000.0,Not Verified,10+ years,RENT,12.17,3975,debt_consolidation,36,D
38524,Charged Off,72500.0,Not Verified,1 year,RENT,9.96,10000,other,36,B
38526,Charged Off,44000.0,Not Verified,10+ years,RENT,10.28,4900,other,36,C
38527,Charged Off,40000.0,Not Verified,6 years,OWN,11.86,5000,debt_consolidation,36,D
38530,Charged Off,44400.0,Not Verified,4 years,RENT,11.54,16000,debt_consolidation,36,C
38538,Charged Off,12000.0,Not Verified,3 years,RENT,10.28,900,educational,36,C
38544,Charged Off,616000.0,Not Verified,10+ years,MORTGAGE,9.01,25000,small_business,36,B
38549,Charged Off,51000.0,Not Verified,10+ years,RENT,11.22,6800,debt_consolidation,36,C
38568,Charged Off,275000.0,Not Verified,< 1 year,MORTGAGE,9.01,10000,home_improvement,36,B
38569,Charged Off,120000.0,Not Verified,7 years,RENT,10.91,15450,debt_consolidation,36,C
38572,Charged Off,109000.0,Not Verified,4 years,MORTGAGE,10.59,8275,other,36,C
38574,Charged Off,75000.0,Not Verified,2 years,MORTGAGE,12.8,25000,debt_consolidation,36,D
38583,Charged Off,85000.0,Not Verified,8 years,MORTGAGE,13.12,20000,debt_consolidation,36,D
38588,Charged Off,60000.0,Not Verified,2 years,RENT,10.59,2225,moving,36,C
38590,Charged Off,35000.0,Not Verified,1 year,RENT,9.96,4000,other,36,B
38591,Charged Off,39000.0,Not Verified,1 year,MORTGAGE,10.91,12000,other,36,C
38593,Charged Off,29120.0,Not Verified,< 1 year,RENT,12.49,3000,educational,36,D
38599,Charged Off,12500.0,Not Verified,< 1 year,RENT,12.49,2100,debt_consolidation,36,D
38603,Charged Off,10000.0,Not Verified,< 1 year,RENT,12.17,5000,small_business,36,D
